סמל היישוב,שם יישוב,מחוז,נפה,צורת יישוב,מעמד מוניציפלי,אזור טבעי,אוכלוסייה - סך הכל,מזה: יהודים ואחרים,מזה: יהודים,מזה: ערבים,אשכול רשויות מקומיות
409,יחיעם,הצפון,עכו,קיבוצים,מטה אשר,אזור יחיעם,778,778,717,-,אשכול רשויות גליל מערבי       
866,יטבתה,הדרום,באר שבע,קיבוצים,חבל אילות,הערבה,743,744,714,-,אשכול רשויות נגב מזרחי        
3607,"ייט""ב",יהודה והשומרון,,מושבים שיתופיים,ערבות הירדן,,261,257,224,3,אשכול יהודה ושומרון           
811,יכיני,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,שער הנגב,אזור אשקלון,730,728,726,2,אשכול רשויות נגב מערבי        
1772,ים המלח - בתי מלון,הדרום,באר שבע,מוקד תעסוקה,תמר,אזור ים המלח,-,-,-,-,ללא שיוך לאשכול               
753,ינוב,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,לב השרון,מערב השרון,937,937,925,-,אשכול רשויות השרון            
2011,ינון,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,באר טוביה,אזור מלאכי,"1,222","1,220","1,217",2,אשכול רשויות שורק דרומי       
29,יסוד המעלה,הצפון,צפת,יישובים כפריים אחרים יהודיים,מועצה מקומית,עמק חולה,"1,798","1,798","1,761",-,אשכול רשויות גליל מזרחי       
440,יסודות,המרכז,רחובות,מושבים שיתופיים,נחל שורק,אזור רחובות,"1,052","1,052","1,052",-,אשכול רשויות שורק דרומי       
575,יסעור,הצפון,עכו,קיבוצים,מטה אשר,אזור עכו,923,917,905,5,אשכול רשויות גליל מערבי       
1138,יעד,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,משגב,אזור שפרעם,776,776,776,-,אשכול רשויות בית הכרם הגלילי  
1117,יעל,הצפון,יזרעאל,מקום,הגלבוע,עמק יזרעאל,-,-,-,-,אשכול רשויות הגליל והעמקים    
1044,יעף,המרכז,השרון,יישובים כפריים אחרים יהודיים,לב השרון,מערב השרון,301,301,300,-,אשכול רשויות השרון            
795,יערה,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור אילון,806,689,676,117,אשכול רשויות גליל מערבי       
499,יפיע,הצפון,,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,הרי נצרת-תירען,"19,704",9,2,"19,695",אשכול רשויות הגליל והעמקים    
3566,יפית,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,225,225,215,-,אשכול יהודה ושומרון           
134,יפעת,הצפון,יזרעאל,קיבוצים,עמק יזרעאל,עמק יזרעאל,"1,227","1,220","1,199",7,אשכול רשויות הגליל והעמקים    
453,יפתח,הצפון,צפת,קיבוצים,הגליל העליון,גליל עליון מזרחי,605,601,545,3,אשכול רשויות גליל מזרחי       
3749,יצהר,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,093","2,093","2,093",-,אשכול יהודה ושומרון           
759,יציץ,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,848,847,831,-,ללא שיוך לאשכול               
417,יקום,המרכז,השרון,קיבוצים,חוף השרון,מערב השרון,813,813,785,-,ללא שיוך לאשכול               
3647,יקיר,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,586","2,586","2,586",-,אשכול יהודה ושומרון           
241,יקנעם (מושבה),הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,מגידו,אזור יקנעם,"1,382","1,382","1,351",-,אשכול רשויות הגליל והעמקים    
240,יקנעם עילית,הצפון,יזרעאל,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור יקנעם,"24,617","24,594","22,067",23,אשכול רשויות המפרץ            
623,יראון,הצפון,עכו,קיבוצים,הגליל העליון,אזור אילון,395,395,337,-,אשכול רשויות גליל מזרחי       
2026,ירדנה,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק המעיינות,עמק בית שאן,384,384,384,-,אשכול רשויות הכנרת והעמקים    
831,ירוחם,הדרום,באר שבע,יישובים יהודיים 19999-10000 תושבים,מועצה מקומית,הר הנגב הצפוני,"11,170","10,809","10,024",361,אשכול רשויות נגב מזרחי        
3000,ירושלים,ירושלים,ירושלים,יישובים יהודיים 500000 תושבים ומעלה,עירייה,הרי יהודה,"981,711","597,050","581,230","384,662",ללא שיוך לאשכול               
718,ירחיב,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,"1,087","1,086","1,078",1,אשכול רשויות השרון            
502,ירכא,הצפון,עכו,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,אזור יחיעם,"17,759",64,52,"17,695",ללא שיוך לאשכול               
183,ירקונה,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,345,345,341,-,אשכול רשויות השרון            
916,ישע,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,426,425,408,1,אשכול רשויות נגב מערבי        
805,ישעי,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,848,848,847,-,ללא שיוך לאשכול               
828,ישרש,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,966,967,953,-,ללא שיוך לאשכול               
1227,יתד,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,570,570,547,-,אשכול רשויות נגב מערבי        
504,כאבול,הצפון,עכו,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,אזור שפרעם,"14,628",11,6,"14,618",ללא שיוך לאשכול               
505,כאוכב אבו אל-היג'א,הצפון,עכו,יישובים לא יהודיים 4999-2000 תושבים,מועצה מקומית,אזור שפרעם,"3,773",4,1,"3,768",ללא שיוך לאשכול               
576,כברי,הצפון,עכו,קיבוצים,מטה אשר,אזור נהרייה,"1,120","1,114","1,086",6,אשכול רשויות גליל מערבי       
371,כדורי,הצפון,כנרת,יישובים מוסדיים יהודיים,הגליל התחתון,גליל תחתון מזרחי,209,181,106,29,אשכול רשויות הכנרת והעמקים    
1338,כדיתה,הצפון,צפת,יישובים קהילתיים,מרום הגליל,גליל עליון מזרחי,187,187,173,-,אשכול רשויות גליל מזרחי       
3564,כוכב השחר,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מטה בנימין,,"2,501","2,501","2,501",-,אשכול יהודה ושומרון           
1224,כוכב יאיר,המרכז,פתח תקווה,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,דרום השרון,"8,977","8,956","8,846",21,אשכול רשויות השרון            
3779,כוכב יעקב,יהודה והשומרון,,יישובים יהודיים 9999-5000 תושבים,מטה בנימין,,"9,794","9,794","9,789",-,אשכול יהודה ושומרון           
824,כוכב מיכאל,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,חוף אשקלון,אזור אשקלון,"1,122","1,122","1,104",-,אשכול רשויות נגב מערבי        
1252,כורזים,הצפון,צפת,יישובים כפריים אחרים יהודיים,מבואות החרמון,אזור חצור,352,350,336,3,אשכול רשויות גליל מזרחי       
1210,כחל,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מבואות החרמון,גליל עליון מזרחי,475,475,459,-,אשכול רשויות גליל מזרחי       
1367,כחלה,הדרום,באר שבע,יישובים כפריים אחרים לא יהודיים,אל קסום,אזור באר שבע,470,-,-,470,אשכול רשויות נגב מזרחי        
840,כיסופים,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,294,292,263,1,אשכול רשויות נגב מערבי        
1153,כישור,הצפון,עכו,קיבוצים,משגב,אזור יחיעם,199,194,193,5,אשכול רשויות בית הכרם הגלילי  
1183,כליל,הצפון,עכו,יישובים קהילתיים,מטה אשר,אזור יחיעם,891,886,846,4,אשכול רשויות גליל מערבי       
1229,כלנית,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מרום הגליל,גליל תחתון מרכזי,260,260,259,-,אשכול רשויות גליל מזרחי       
1331,כמאנה,הצפון,עכו,יישובים כפריים אחרים לא יהודיים,משגב,אזור כרמיאל,"1,623",-,-,"1,623",אשכול רשויות בית הכרם הגלילי  
1291,כמהין,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,רמת נגב,הר הנגב הצפוני,198,197,182,-,אשכול רשויות נגב מזרחי        
1201,כמון,הצפון,עכו,יישובים קהילתיים,משגב,אזור כרמיאל,"1,412","1,409","1,380",4,אשכול רשויות בית הכרם הגלילי  
2006,כנות,הדרום,אשקלון,יישובים מוסדיים יהודיים,באר טוביה,אזור מלאכי,364,357,310,7,אשכול רשויות שורק דרומי       
4028,כנף,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן תיכוני,486,485,480,-,אשכול רשויות גליל מזרחי       
63,כנרת (מושבה),הצפון,כנרת,יישובים כפריים אחרים יהודיים,עמק הירדן,כנרות,700,677,656,22,אשכול רשויות הכנרת והעמקים    
57,כנרת (קבוצה),הצפון,כנרת,קיבוצים,עמק הירדן,כנרות,715,716,683,-,אשכול רשויות הכנרת והעמקים    
1059,כסיפה,הדרום,באר שבע,יישובים לא יהודיים 49999-20000 תושבים,מועצה מקומית,אזור באר שבע,"23,990",19,1,"23,971",אשכול רשויות נגב מזרחי        
859,כסלון,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,הרי יהודה,492,490,477,1,ללא שיוך לאשכול               
1296,כסרא-סמיע,הצפון,עכו,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,אזור יחיעם,"9,223",2,-,"9,221",ללא שיוך לאשכול               
